timestamp,equity,price,position,peak,drawdown,returns
2024-07-20 21:00:00-03:00,93.0,19618.86,False,93.0,0.0,
2024-07-20 22:00:00-03:00,93.0,19680.02,False,93.0,0.0,0.0
2024-07-20 23:00:00-03:00,93.0,19656.3,False,93.0,0.0,0.0
2024-07-21 00:00:00-03:00,93.0,19629.83,False,93.0,0.0,0.0
2024-07-21 01:00:00-03:00,93.0,19599.94,False,93.0,0.0,0.0
2024-07-21 02:00:00-03:00,93.0,19562.21,False,93.0,0.0,0.0
2024-07-21 03:00:00-03:00,93.0,19488.94,False,93.0,0.0,0.0
2024-07-21 04:00:00-03:00,93.0,19486.87,False,93.0,0.0,0.0
2024-07-21 05:00:00-03:00,93.0,19509.08,False,93.0,0.0,0.0
2024-07-21 06:00:00-03:00,93.0,19589.14,False,93.0,0.0,0.0
2024-07-21 07:00:00-03:00,93.0,19561.57,False,93.0,0.0,0.0
2024-07-21 08:00:00-03:00,93.0,19558.13,False,93.0,0.0,0.0
2024-07-21 09:00:00-03:00,93.0,19576.3,False,93.0,0.0,0.0
2024-07-21 10:00:00-03:00,93.0,19577.13,False,93.0,0.0,0.0
2024-07-21 11:00:00-03:00,93.0,19677.17,False,93.0,0.0,0.0
2024-07-21 12:00:00-03:00,93.0,19620.0,False,93.0,0.0,0.0
2024-07-21 13:00:00-03:00,93.0,19717.42,False,93.0,0.0,0.0
2024-07-21 14:00:00-03:00,93.0,19464.06,False,93.0,0.0,0.0
2024-07-21 15:00:00-03:00,93.0,19445.96,False,93.0,0.0,0.0
2024-07-21 16:00:00-03:00,93.0,19563.17,False,93.0,0.0,0.0
2024-07-21 17:00:00-03:00,93.0,19542.77,False,93.0,0.0,0.0
2024-07-21 18:00:00-03:00,93.0,19670.04,False,93.0,0.0,0.0
2024-07-21 19:00:00-03:00,93.0,19725.59,False,93.0,0.0,0.0
2024-07-21 20:00:00-03:00,92.98782648449999,19714.6,True,93.0,-0.00013089801612913503,-0.00013089801612908847
2024-07-21 21:00:00-03:00,92.9838964845,19701.5,True,93.0,-0.0001731560806452305,-4.2263596737091014e-05
2024-07-21 22:00:00-03:00,92.98026648449999,19689.4,True,93.0,-0.00021218833870975882,-3.903901790791586e-05
2024-07-21 23:00:00-03:00,92.95921548449999,19619.23,True,93.0,-0.0004385431774194355,-0.0002264028787604122
2024-07-22 00:00:00-03:00,92.9386684845,19550.74,True,93.0,-0.0006594786612903326,-0.00022103241612903002
2024-07-22 01:00:00-03:00,92.93162448449999,19527.26,True,93.0,-0.0007352205967742853,-7.579191863704704e-05
2024-07-22 02:00:00-03:00,92.8960144845,19408.56,True,93.0,-0.0011181238225806429,-0.00038318495127487306
2024-07-22 03:00:00-03:00,92.8858249905,19323.71,False,93.0,-0.0012276882741935702,-0.0001096870953672946
2024-07-22 04:00:00-03:00,92.8858249905,19347.38,False,93.0,-0.0012276882741935702,0.0
2024-07-22 05:00:00-03:00,92.8858249905,19393.3,False,93.0,-0.0012276882741935702,0.0
2024-07-22 06:00:00-03:00,92.8858249905,19507.03,False,93.0,-0.0012276882741935702,0.0
2024-07-22 07:00:00-03:00,92.8858249905,19474.54,False,93.0,-0.0012276882741935702,0.0
2024-07-22 08:00:00-03:00,92.8858249905,19466.29,False,93.0,-0.0012276882741935702,0.0
2024-07-22 09:00:00-03:00,92.8858249905,19509.55,False,93.0,-0.0012276882741935702,0.0
2024-07-22 10:00:00-03:00,92.8858249905,19350.0,False,93.0,-0.0012276882741935702,0.0
2024-07-22 11:00:00-03:00,92.8858249905,19249.63,False,93.0,-0.0012276882741935702,0.0
2024-07-22 12:00:00-03:00,92.8858249905,19291.49,False,93.0,-0.0012276882741935702,0.0
2024-07-22 13:00:00-03:00,92.8858249905,19234.33,False,93.0,-0.0012276882741935702,0.0
2024-07-22 14:00:00-03:00,92.8858249905,19359.4,False,93.0,-0.0012276882741935702,0.0
2024-07-22 15:00:00-03:00,92.8858249905,19408.0,False,93.0,-0.0012276882741935702,0.0
2024-07-22 16:00:00-03:00,92.8858249905,19494.14,False,93.0,-0.0012276882741935702,0.0
2024-07-22 17:00:00-03:00,92.86446162749999,19452.17,True,93.0,-0.0014574018548387968,-0.00022999594396877487
2024-07-22 18:00:00-03:00,92.8206286275,19306.06,True,93.0,-0.0019287244354838748,-0.000472010489608099
2024-07-22 19:00:00-03:00,92.8046956275,19252.95,True,93.0,-0.002100047016129079,-0.0001716536532406776
2024-07-22 20:00:00-03:00,92.7834466275,19182.12,True,93.0,-0.002328530887096793,-0.00022896470761879506
2024-07-22 21:00:00-03:00,92.77337601449999,19328.9,False,93.0,-0.0024368170483872287,-0.00010853889746564871
2024-07-22 22:00:00-03:00,92.77337601449999,19402.07,False,93.0,-0.0024368170483872287,0.0
2024-07-22 23:00:00-03:00,92.77564308299999,19438.73,True,93.0,-0.0024124399677420277,2.443662823758963e-05
